0 0
0.0204082 0.116794
0.0408163 0.276162
0.0612245 0.528597
0.0816327 0.939835
0.102041 1.59669
0.122449 2.61003
0.142857 4.11325
0.163265 6.25449
0.183673 9.18173
0.204082 13.0214
0.22449 17.8531
0.244898 23.685
0.265306 30.436
0.285714 37.9298
0.306122 45.9046
0.326531 54.038
0.346939 61.9824
0.367347 69.4045
0.387755 76.0188
0.408163 81.6092
0.428571 86.0348
0.44898 89.2199
0.469388 91.1347
0.489796 91.773
0.510204 91.1347
0.530612 89.2199
0.55102 86.0348
0.571429 81.6092
0.591837 76.0188
0.612245 69.4045
0.632653 61.9824
0.653061 54.038
0.673469 45.9046
0.693878 37.9298
0.714286 30.436
0.734694 23.685
0.755102 17.8531
0.77551 13.0214
0.795918 9.18176
0.816327 6.25457
0.836735 4.11347
0.857143 2.61057
0.877551 1.598
0.897959 0.942892
0.918367 0.535443
0.938776 0.29091
0.959184 0.14736
0.979592 0.0609304
1 0
