0 0
0.0204082 -1.86002e+57
0.0408163 3.74356e+57
0.0612245 -5.67048e+57
0.0816327 7.6537e+57
0.102041 -9.69651e+57
0.122449 1.17909e+58
0.142857 -1.39171e+58
0.163265 1.60439e+58
0.183673 -1.81312e+58
0.204082 2.01325e+58
0.22449 -2.19994e+58
0.244898 2.36856e+58
0.265306 -2.5152e+58
0.285714 2.63702e+58
0.306122 -2.73262e+58
0.326531 2.80219e+58
0.346939 -2.84755e+58
0.367347 2.87197e+58
0.387755 -2.87987e+58
0.408163 2.87639e+58
0.428571 -2.86678e+58
0.44898 2.85591e+58
0.469388 -2.84769e+58
0.489796 2.84466e+58
0.510204 -2.8477e+58
0.530612 2.85593e+58
0.55102 -2.86682e+58
0.571429 2.87645e+58
0.591837 -2.87999e+58
0.612245 2.87217e+58
0.632653 -2.84789e+58
0.653061 2.80276e+58
0.673469 -2.73354e+58
0.693878 2.63849e+58
0.714286 -2.51751e+58
0.734694 2.37213e+58
0.755102 -2.20534e+58
0.77551 2.02129e+58
0.795918 -1.82486e+58
0.816327 1.62122e+58
0.836735 -1.41539e+58
0.857143 1.21181e+58
0.877551 -1.01403e+58
0.897959 8.24453e+57
0.918367 -6.44252e+57
0.938776 4.73353e+57
0.959184 -3.10549e+57
0.979592 1.537e+57
1 0
