0 0
0.0204082 2.93735e-07
0.0408163 2.1398e-06
0.0612245 1.42356e-05
0.0816327 8.74675e-05
0.102041 0.00049432
0.122449 0.00255707
0.142857 0.0120409
0.163265 0.0512925
0.183673 0.196283
0.204082 0.669481
0.22449 2.01775
0.244898 5.32451
0.265306 12.1906
0.285714 24.0336
0.306122 40.6633
0.326531 59.3367
0.346939 75.9664
0.367347 87.8094
0.387755 94.6755
0.408163 97.9822
0.428571 99.3304
0.44898 99.8032
0.469388 99.9462
0.489796 99.9759
0.510204 99.9462
0.530612 99.8032
0.55102 99.3304
0.571429 97.9822
0.591837 94.6755
0.612245 87.8094
0.632653 75.9664
0.653061 59.3367
0.673469 40.6633
0.693878 24.0336
0.714286 12.1906
0.734694 5.32451
0.755102 2.01775
0.77551 0.669481
0.795918 0.196283
0.816327 0.0512925
0.836735 0.0120409
0.857143 0.00255707
0.877551 0.00049432
0.897959 8.74675e-05
0.918367 1.42357e-05
0.938776 2.14033e-06
0.959184 2.98368e-07
0.979592 3.81881e-08
1 0
